2.253161421948053078e-01 1.507565779461671196e-01 9.564761882894377010e-01 8.637197504120089908e-01 2.343752846847550475e-01 6.974244090356499504e-01 4.188668577529158776e-01
2.260107254630092377e-01 4.456892913489934327e-01 4.220307420796249320e-01 1.191951419697122455e-01 2.387154970678516119e-01 7.479256023876627024e-01 2.754971898792211160e-01
2.317646316780396509e-01 9.934305747861127411e-01 4.215952778705984727e-01 1.949156349065270244e-02 2.471155633098154891e-01 8.783833199712383077e-01 2.159916115781209955e-01
2.239590284828257560e-01 4.954168816696485900e-01 3.857975593775822554e-01 6.838619768162663981e-02 2.634743225044341997e-01 7.793852920704615883e-01 2.959258348456628163e-01
2.249080366121605223e-01 2.765603696070724205e-01 3.355020550268287272e-01 2.443901239986868146e-01 2.419998364203841124e-01 6.728636957428955068e-01 3.137671926626800500e-01
2.260620400043432954e-01 5.753755228735158572e-02 4.050720137778618390e-01 1.318274692094247580e-01 2.391243275907366517e-01 1.364394253978978011e-01 8.589850596445062214e-01
2.252939219757479350e-01 2.944675798593325844e-01 4.572482717284034326e-01 8.417827450908249576e-02 2.339073797537339627e-01 5.935523868700456340e-01 4.703512732872429658e-01
2.262865665257903780e-01 3.882237094853178139e-01 4.223650842710838238e-01 8.718685342491065693e-02 2.387154970679832011e-01 7.250009267724106810e-01 3.311855285903020918e-01
2.259911741398940577e-01 4.675439094627243386e-01 3.812071553567286664e-01 1.861528642121211552e-01 2.387154970677536348e-01 8.440075685928450921e-01 2.669141268372487441e-01
2.228072453440049505e-01 7.695250026962402456e-01 4.217022622632260465e-01 3.261068186287322673e-02 2.422253663713433980e-01 8.069132452103300324e-01 2.567353498209939411e-01
1.531352046982392134e-01 2.309697521451797297e-01 3.746452631625361018e-01 1.426160062985060151e-01 1.675018983414814644e-01 5.031240145154209920e-01 5.014821430139599912e-01
2.248908439589048514e-01 2.802637198385410366e-01 4.329792527572202676e-01 1.194700191969508551e-01 2.397514226163946216e-01 5.689186366052524368e-01 4.775628186707410183e-01
2.255208027062826637e-01 4.163440190586993328e-01 4.446976551970335256e-01 1.510839868373092532e-01 2.355617195200050695e-01 7.494981069281347885e-01 2.861825008113489388e-01
2.249881220071079935e-01 7.800105086337342231e-01 4.254121995549561275e-01 3.671694820022660538e-02 2.387154970678928845e-01 9.597696961797986814e-01 9.490551587079497364e-02
2.230196992180901727e-01 5.316696182174243113e-01 4.972301581582539987e-01 6.053349453136898373e-02 2.045965066638186503e-01 7.474584888970051688e-01 3.501463704078261463e-01
2.251742175849968663e-01 4.148895878842916440e-01 3.582472791587010263e-01 6.091809237354454259e-02 2.563830769517330133e-01 5.379123273715241682e-01 4.218389785391215008e-01
